Timestamp,Science Teacher Male?,Student gender male?,Teacher same gender as student?,Morning class?,High School Year,6. How old are you?,Grade in Class,GPA,Abscences,Standards based grading used?,11. How often do you have homework?,12. Do you keep up with your homework and turn assignments in on time?,"13. How often do you work with groups/friends? (this is not asking about group projects, it's about who you generally do your work with)",14. What is the phone policy like in your class?,15. How often do you have group projects?,Essays written,Seating chart used?,Does student sit in desk?,19. What is the usual level of noise in your classroom?,20. Do you study for tests?,21. How many students are in your class?,Binder Checks?,23. What is your teacher's late work policy?,Student Teacher Present?,25. Do students need to raise their hands to talk?,26. How often do you usually talk in your science class?,Hats/Hoods allowed to be worn?,Class pet present?,Dimmed brightness?,Does student like teacher?,31. Do you enjoy your science class?,32. How strict is your science teacher with grading?,33. How much homework does your science teacher give you?,34. Does your teacher allow you to eat food whenever you want to? (besides during tests),35. Does your teacher provide students with snacks?,36. How is the temperature of the room most of the time?,37. How often do you read books outside of class? (comics included),38. Do one of your parents/guardians have a degree?,"39. Are you the youngest, middle, or oldest sibling in your family?",40. What is your current level of happiness in general?,Student hours of sleep,42. What statement best describes your family's income?
1/19/2023 14:48,0,1,0,0,1,14,85%,NULL,12,1,Every few days,Sometimes,Most of the time I work with other people,"Strict, I am told to put my phone away whenever it's out.",Once a month,1,1,0,Lots of people talk and it's very loud,I always study,22,1,They accept late work and do not take any points off for assignments being late,0,"Yes, I need to raise my hand and be called on in order to speak.",Multiple times every period,1,1,0,1,Most of the time,They are very strict with what they want and it's hard to get a good grade.,"A decent amount, I don't struggle to stay on top of things.",Yes,Most of the time,A little hot,I never read books,Both parents/guardians have a degree,I'm the oldest,I have my ups and downs,8,"Our income covers our needs and more, I don't need to worry about money."
1/19/2023 14:53,0,0,1,0,1,14,2906%,NULL,5,1,Never,Sometimes,Sometimes I work with other people,"Strict, I am told to put my phone away whenever it's out.",Every other week,1,1,1,Lots of people talk and it's very loud,I never study,22,1,They accept late work and do not take any points off for assignments being late,0,"Yes, I need to raise my hand and be called on in order to speak.",A couple times every period,1,1,1,1,Sometimes,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"A decent amount, I don't struggle to stay on top of things.",Yes,Sometimes,Ideal temperature,I never read books,Neither parent/guardian has a degree,I'm the youngest,I have my ups and downs,4,"Our income covers our needs, but budgeting stops us from getting things we want sometimes."
1/19/2023 21:08,1,0,0,1,1,15,81.98%,NULL,6,1,Every few days,Always,Most of the time I work with other people,"Strict, I am told to put my phone away whenever it's out.",Once a month,2,1,0,Lots of people talk and it's very loud,I always study,17,0,They accept late work but take off points for assignments being late,0,"Yes, I need to raise my hand and be called on in order to speak.",A couple times every period,1,1,1,1,Most of the time,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"A little, they don't give us a lot to do.",Yes,Never,A little hot,I read books every now and then,One parent/guardian has a degree,I'm the oldest,I am happy most of the time,6,"Our income covers our needs and more, I don't need to worry about money."
1/20/2023 9:02,0,0,1,1,2,15,100.00%,4,11,1,Once every few weeks,Most of the time,Most of the time I work with other people,"Strict, I am told to put my phone away whenever it's out.",Never,1,1,0,One or two people talk ocassionally,I always study,20,1,They accept late work and do not take any points off for assignments being late,1,"Yes, I need to raise my hand and be called on in order to speak.",Once in a while,1,0,0,1,Sometimes,"It takes some effort to get a good grade, they grade fairly.","A little, they don't give us a lot to do.",Yes,Rarely,Freezing cold,I rarely read books,Both parents/guardians have a degree,I'm in the middle,I have my ups and downs,8,"Our income covers our needs and a little more, I feel good about it."
1/20/2023 9:02,0,0,1,1,3,16,69.72%,3.7,11,1,Every few days,Most of the time,Most of the time I work with other people,"Strict, I am told to put my phone away whenever it's out.",Every other week,2,1,1,A few people talk together,I always study,20,0,They accept late work and do not take any points off for assignments being late,0,"Yes, I need to raise my hand and be called on in order to speak.",A couple times every period,1,0,0,1,Sometimes,"It takes some effort to get a good grade, they grade fairly.","A decent amount, I don't struggle to stay on top of things.",No,Never,Ideal temperature,I rarely read books,Both parents/guardians have a degree,I'm in the middle,I am always feeling down,8,"Our income covers our needs and more, I don't need to worry about money."
1/20/2023 9:04,0,0,1,1,2,15,81.33%,3.8571,11,1,Every few days,Always,Sometimes I work with other people,"Strict, I am told to put my phone away whenever it's out.",Every other week,1,0,1,A few people talk together,I always study,20,0,They accept late work and do not take any points off for assignments being late,0,"Yes, I need to raise my hand and be called on in order to speak.",A couple times every period,1,1,1,1,Most of the time,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"A decent amount, I don't struggle to stay on top of things.",Yes,Rarely,Ideal temperature,I read every chance I can get,One parent/guardian has a degree,I'm the oldest,I feel down a decent amount of time,6,"Our income covers our needs, but budgeting stops us from getting things we want sometimes."
1/20/2023 9:05,0,1,0,1,3,17,75.41%,3.83,0,1,Every few days,Most of the time,Sometimes I work with other people,"Somewhat strict, I am allowed on my phone outside of lectures.",Every week,1,0,1,One or two people talk ocassionally,I always study,21,0,They accept late work and do not take any points off for assignments being late,0,"Yes, I need to raise my hand and be called on in order to speak.",I rarely talk in class,1,1,0,1,Most of the time,"It takes some effort to get a good grade, they grade fairly.","A decent amount, I don't struggle to stay on top of things.",Yes,Rarely,Ideal temperature,I read books every now and then,Both parents/guardians have a degree,I'm the oldest,I have my ups and downs,7,"Our income covers our needs, but budgeting stops us from getting things we want sometimes."
1/20/2023 9:05,0,1,0,1,2,15,81.45%,3.25,2,1,Once a week,Most of the time,Sometimes I work with other people,"Somewhat strict, I am allowed on my phone outside of lectures.",A couple times in a semester,4,1,0,A few people talk together,Sometimes I'll study,21,0,They accept late work and do not take any points off for assignments being late,0,"No, my teacher has open discussions with students and anyone can talk whenever they want to.",I rarely talk in class,1,1,1,1,Most of the time,"It takes some effort to get a good grade, they grade fairly.","A little, they don't give us a lot to do.",Yes,Most of the time,Ideal temperature,I read every chance I can get,Both parents/guardians have a degree,I'm in the middle,I am happy most of the time,7,"Our income covers our needs and a little more, I feel good about it."
1/20/2023 9:05,0,0,1,1,3,17,68.34%,3.34,6,1,Daily,Always,I rarely work with people,"Strict, I am told to put my phone away whenever it's out.",A couple times in a semester,1,0,1,One or two people talk ocassionally,I always study,20,0,They accept late work and do not take any points off for assignments being late,0,"Yes, I need to raise my hand and be called on in order to speak.",I rarely talk in class,0,1,1,1,Most of the time,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"An overwhelming amount, I cannot keep up with it.",Yes,Never,Ideal temperature,I rarely read books,Both parents/guardians have a degree,I'm the youngest,I have my ups and downs,7,"Our income covers our needs and more, I don't need to worry about money."
1/20/2023 9:06,0,0,1,1,2,15,78.90%,3.64,4,1,Every few days,Most of the time,Most of the time I work with other people,"Somewhat strict, I am allowed on my phone outside of lectures.",Once a month,1,1,1,One or two people talk ocassionally,I always study,21,1,They accept late work and do not take any points off for assignments being late,0,"Yes, I need to raise my hand and be called on in order to speak.",Multiple times every period,1,1,1,1,Most of the time,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"A decent amount, I don't struggle to stay on top of things.",Yes,Sometimes,A little chilly,I read frequently in my free time,One parent/guardian has a degree,I'm in the middle,I am happy most of the time,7,"Our income covers our needs and more, I don't need to worry about money."
1/20/2023 9:07,0,0,1,1,2,16,90.25%,4,5,1,Every few days,Most of the time,I always work with other people,"Somewhat strict, I am allowed on my phone outside of lectures.",Once a month,1,1,1,One or two people talk ocassionally,Most of the time I will study,21,1,They accept late work and do not take any points off for assignments being late,0,"Yes, I need to raise my hand and be called on in order to speak.",Multiple times every period,1,1,1,1,Most of the time,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"A decent amount, I don't struggle to stay on top of things.",Yes,Sometimes,Ideal temperature,I read frequently in my free time,Neither parent/guardian has a degree,I'm the oldest,I feel down a decent amount of time,5,"Our income covers our needs and a little more, I feel good about it."
1/20/2023 9:08,0,1,0,1,3,17,47.58%,3.47,5,1,Every few days,Never,Sometimes I work with other people,"Somewhat strict, I am allowed on my phone outside of lectures.",Every week,1,1,1,One or two people talk ocassionally,Most of the time I will study,21,1,They accept late work and do not take any points off for assignments being late,0,"No, my teacher has open discussions with students and anyone can talk whenever they want to.",A couple times every period,1,1,0,1,Rarely,"As long as I complete the work, I get a good grade.","A little, they don't give us a lot to do.",Yes,Rarely,Ideal temperature,I never read books,Both parents/guardians have a degree,I'm in the middle,I feel down a decent amount of time,7,"Our income covers our needs and more, I don't need to worry about money."
1/20/2023 9:12,0,1,0,1,4,18,84.58%,3.9,5,1,Every few days,Always,Sometimes I work with other people,"Somewhat strict, I am allowed on my phone outside of lectures.",Once a month,1,0,1,A few people talk together,I always study,24,1,They accept late work and do not take any points off for assignments being late,0,"No, my teacher has open discussions with students and anyone can talk whenever they want to.",Once in a while,1,1,1,1,Always,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"A decent amount, I don't struggle to stay on top of things.",Yes,Sometimes,Ideal temperature,I read books every now and then,Both parents/guardians have a degree,I'm the youngest,I am happy most of the time,6,"Our income covers our needs and a little more, I feel good about it."
1/20/2023 9:12,0,0,1,1,2,16,84.49%,3.85,4,1,Once every few weeks,Always,I rarely work with people,"Somewhat strict, I am allowed on my phone outside of lectures.",Never,1,0,1,A few people talk together,I rarely study,21,0,They accept late work and do not take any points off for assignments being late,0,"Yes, I need to raise my hand and be called on in order to speak.",I rarely talk in class,1,1,1,1,Sometimes,"It takes some effort to get a good grade, they grade fairly.","A little, they don't give us a lot to do.",Yes,Never,Ideal temperature,I read frequently in my free time,One parent/guardian has a degree,I'm the oldest,I feel down a decent amount of time,8,"Our income covers our needs and more, I don't need to worry about money."
1/20/2023 9:13,0,1,0,1,3,17,51.08%,2.8,4,1,Once a week,Sometimes,Most of the time I work with other people,"Somewhat strict, I am allowed on my phone outside of lectures.",Once a month,1,0,1,A few people talk together,Most of the time I will study,24,1,They accept late work and do not take any points off for assignments being late,0,"No, my teacher has open discussions with students and anyone can talk whenever they want to.",Once in a while,1,1,1,1,Always,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"A decent amount, I don't struggle to stay on top of things.",Yes,Sometimes,Ideal temperature,I read books every now and then,One parent/guardian has a degree,I'm in the middle,I am happy most of the time,6,"Our income covers our needs, but budgeting stops us from getting things we want sometimes."
1/20/2023 9:18,0,0,1,1,2,16,69.83%,2.33,11,1,Once every few weeks,Most of the time,Most of the time I work with other people,"Somewhat strict, I am allowed on my phone outside of lectures.",Every week,1,1,1,A few people talk together,Most of the time I will study,21,0,They accept late work and do not take any points off for assignments being late,0,"Yes, I need to raise my hand and be called on in order to speak.",A couple times every period,1,1,0,1,Most of the time,"It takes some effort to get a good grade, they grade fairly.","A little, they don't give us a lot to do.",Yes,All the time,A little chilly,I never read books,Both parents/guardians have a degree,I'm the youngest,I have my ups and downs,6,"Our income covers our needs, but budgeting stops us from getting things we want sometimes."
1/20/2023 9:26,0,0,1,1,2,15,85.83%,3.43,1,1,Every few days,Sometimes,Most of the time I work with other people,"Somewhat strict, I am allowed on my phone outside of lectures.",Once a month,1,1,1,One or two people talk ocassionally,I rarely study,21,1,They accept late work and do not take any points off for assignments being late,0,"No, my teacher has open discussions with students and anyone can talk whenever they want to.",A couple times every period,1,1,1,1,Most of the time,"It takes some effort to get a good grade, they grade fairly.","A decent amount, I don't struggle to stay on top of things.",Yes,Rarely,A little chilly,I read books every now and then,One parent/guardian has a degree,I'm in the middle,I have my ups and downs,6,"Our income covers our needs and a little more, I feel good about it."
1/20/2023 9:28,0,1,0,1,2,15,75.41%,3.29,7,1,Once a week,Most of the time,Most of the time I work with other people,"Somewhat strict, I am allowed on my phone outside of lectures.",Every week,1,1,1,A few people talk together,I rarely study,21,1,They accept late work and do not take any points off for assignments being late,0,"Yes, I need to raise my hand and be called on in order to speak.",Multiple times every period,1,1,1,1,Most of the time,"It takes some effort to get a good grade, they grade fairly.","A little, they don't give us a lot to do.",Yes,Never,Ideal temperature,I read books every now and then,Both parents/guardians have a degree,I'm the oldest,I feel down a decent amount of time,6,"Our income covers our needs and a little more, I feel good about it."
1/20/2023 10:21,0,0,1,0,1,14,17.81%,NULL,20,1,Once every few weeks,Rarely,Sometimes I work with other people,"Strict, I am told to put my phone away whenever it's out.",Every other week,3,1,1,Lots of people talk and it's very loud,I never study,NULL,1,They accept late work but take off points for assignments being late,0,"No, my teacher has open discussions with students and anyone can talk whenever they want to.",Multiple times every period,1,1,1,1,Most of the time,"It takes some effort to get a good grade, they grade fairly.","A little, they don't give us a lot to do.",Yes,Rarely,A little chilly,I read frequently in my free time,Neither parent/guardian has a degree,I'm the only child,I feel down a decent amount of time,5,"Our income just barely covers our needs, I often worry about it."
1/20/2023 12:57,0,1,0,0,1,14,94.37%,NULL,2,1,Once every few weeks,Always,I rarely work with people,"Strict, I am told to put my phone away whenever it's out.",Once a month,1,1,1,A few people talk together,I never study,19,1,They accept late work and do not take any points off for assignments being late,0,"Yes, I need to raise my hand and be called on in order to speak.",Multiple times every period,1,1,1,1,Most of the time,"It takes some effort to get a good grade, they grade fairly.","None, they do not assign homework.",Yes,Never,Ideal temperature,I read frequently in my free time,Both parents/guardians have a degree,I'm the oldest,I feel down a decent amount of time,5,"Our income covers our needs and a little more, I feel good about it."
1/20/2023 12:57,0,0,1,0,1,15,67.50%,NULL,7,1,Once every few weeks,Most of the time,Sometimes I work with other people,"Somewhat strict, I am allowed on my phone outside of lectures.",Every other week,7,1,1,A few people talk together,I rarely study,19,1,They accept late work but take off points for assignments being late,0,"Yes, I need to raise my hand and be called on in order to speak.",I rarely talk in class,1,1,1,1,Most of the time,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"A decent amount, I don't struggle to stay on top of things.",Yes,Sometimes,Ideal temperature,I read every chance I can get,Neither parent/guardian has a degree,I'm in the middle,I have my ups and downs,5,"Our income covers our needs and a little more, I feel good about it."
1/20/2023 12:59,0,1,0,0,1,15,90.93%,4,10,1,Once every few weeks,Always,I always work with other people,"Somewhat strict, I am allowed on my phone outside of lectures.",Every other week,2,0,1,A few people talk together,I rarely study,20,1,They accept late work but take off points for assignments being late,0,"No, my teacher has open discussions with students and anyone can talk whenever they want to.",Multiple times every period,1,1,1,1,Always,"It takes some effort to get a good grade, they grade fairly.","A little, they don't give us a lot to do.",Yes,Most of the time,Ideal temperature,I never read books,Both parents/guardians have a degree,I'm the only child,I am very happy,9,"Our income covers our needs and more, I don't need to worry about money."
1/20/2023 13:00,0,0,0,0,1,15,66.25%,NULL,6,1,Once every few weeks,Sometimes,Sometimes I work with other people,"Strict, I am told to put my phone away whenever it's out.",A couple times in a semester,2,1,1,A few people talk together,I rarely study,20,1,They accept late work but take off points for assignments being late,0,"Yes, I need to raise my hand and be called on in order to speak.",Once in a while,1,1,1,0,Rarely,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"A little, they don't give us a lot to do.",Yes,All the time,Ideal temperature,I read frequently in my free time,One parent/guardian has a degree,I'm the oldest,I have my ups and downs,6,"Our income covers our needs, but budgeting stops us from getting things we want sometimes."
1/20/2023 13:00,0,1,0,0,1,15,96.52%,4,6,1,Once every few weeks,Most of the time,I rarely work with people,"Strict, I am told to put my phone away whenever it's out.",Never,2,1,1,A few people talk together,I rarely study,21,1,They accept late work and do not take any points off for assignments being late,0,"Yes, I need to raise my hand and be called on in order to speak.",Multiple times every period,1,1,1,1,Sometimes,"It takes some effort to get a good grade, they grade fairly.","None, they do not assign homework.",Yes,Never,A little hot,I read frequently in my free time,Both parents/guardians have a degree,I'm the oldest,I have my ups and downs,5,"Our income covers our needs and more, I don't need to worry about money."
1/20/2023 13:00,0,1,0,0,1,15,59.37%,NULL,10,1,Once every few weeks,Sometimes,I always work with other people,"Strict, I am told to put my phone away whenever it's out.",Every week,2,1,0,Lots of people talk and it's very loud,Sometimes I'll study,20,1,They accept late work but take off points for assignments being late,0,"Yes, I need to raise my hand and be called on in order to speak.",Multiple times every period,1,1,0,1,Most of the time,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"A decent amount, I don't struggle to stay on top of things.",Yes,Rarely,Ideal temperature,I never read books,Neither parent/guardian has a degree,I'm the only child,I am very happy,7,"Our income covers our needs and more, I don't need to worry about money."
1/20/2023 13:01,0,0,1,0,1,15,92.50%,NULL,0,1,Once every few weeks,Always,Sometimes I work with other people,"Somewhat strict, I am allowed on my phone outside of lectures.",Every other week,2,1,1,A few people talk together,I rarely study,19,1,They accept late work and do not take any points off for assignments being late,0,"No, my teacher has open discussions with students and anyone can talk whenever they want to.",A couple times every period,1,1,1,1,Most of the time,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"None, they do not assign homework.",Yes,Most of the time,Ideal temperature,I read frequently in my free time,One parent/guardian has a degree,I'm the youngest,I am happy most of the time,7,"Our income covers our needs and a little more, I feel good about it."
1/20/2023 13:01,0,0,1,0,1,14,70.62%,NULL,6,1,Once every few weeks,Sometimes,Most of the time I work with other people,"Somewhat strict, I am allowed on my phone outside of lectures.",Every other week,2,1,1,A few people talk together,I rarely study,19,1,They accept late work and do not take any points off for assignments being late,0,"No, my teacher has open discussions with students and anyone can talk whenever they want to.",A couple times every period,1,1,1,1,Most of the time,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"None, they do not assign homework.",Yes,Sometimes,Ideal temperature,I rarely read books,Both parents/guardians have a degree,I'm the youngest,I am happy most of the time,8,"Our income covers our needs and a little more, I feel good about it."
1/20/2023 13:04,0,0,1,0,1,15,36.87%,NULL,11,1,Once every few weeks,Sometimes,Sometimes I work with other people,"Strict, I am told to put my phone away whenever it's out.",Every other week,7,1,1,A few people talk together,I rarely study,NULL,1,They accept late work but take off points for assignments being late,0,"No, my teacher has open discussions with students and anyone can talk whenever they want to.",A couple times every period,1,1,1,1,Sometimes,"It takes some effort to get a good grade, they grade fairly.","A lot, I can barely keep up.",Yes,Never,Ideal temperature,I read books every now and then,One parent/guardian has a degree,I'm the oldest,I feel down a decent amount of time,4,"Our income covers our needs and a little more, I feel good about it."
1/20/2023 13:05,0,0,1,0,1,14,82.81%,NULL,2,1,Once a week,Most of the time,I rarely work with people,"Somewhat strict, I am allowed on my phone outside of lectures.",Once a month,1,1,1,A few people talk together,I always study,NULL,1,They accept late work but take off points for assignments being late,0,"Yes, I need to raise my hand and be called on in order to speak.",Once in a while,1,1,1,1,Most of the time,"It takes some effort to get a good grade, they grade fairly.","A decent amount, I don't struggle to stay on top of things.",Yes,Most of the time,A little chilly,I read frequently in my free time,One parent/guardian has a degree,I'm the only child,I have my ups and downs,8,"Our income covers our needs, but budgeting stops us from getting things we want sometimes."
1/20/2023 13:07,0,1,0,0,1,15,85.93%,NULL,7,1,Never,Always,Sometimes I work with other people,"Strict, I am told to put my phone away whenever it's out.",Once a month,1,1,1,A few people talk together,Most of the time I will study,NULL,1,They accept late work and do not take any points off for assignments being late,0,"Yes, I need to raise my hand and be called on in order to speak.",A couple times every period,1,1,1,1,Most of the time,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"A little, they don't give us a lot to do.",Yes,Never,Ideal temperature,I never read books,Both parents/guardians have a degree,I'm the oldest,I am very happy,8,"Our income covers our needs and more, I don't need to worry about money."
1/20/2023 13:07,0,1,0,0,1,14,65.00%,4,10,1,Never,Always,Most of the time I work with other people,"Somewhat strict, I am allowed on my phone outside of lectures.",Every other week,1,1,0,One or two people talk ocassionally,I always study,20,1,They accept late work and do not take any points off for assignments being late,0,"Yes, I need to raise my hand and be called on in order to speak.",A couple times every period,1,1,1,1,Always,"It takes some effort to get a good grade, they grade fairly.","A little, they don't give us a lot to do.",Yes,Never,Ideal temperature,I rarely read books,Neither parent/guardian has a degree,I'm the oldest,I have my ups and downs,8,"Our income covers our needs and more, I don't need to worry about money."
1/20/2023 13:09,0,0,1,0,1,15,88.75%,NULL,5,1,Never,Most of the time,Sometimes I work with other people,"Strict, I am told to put my phone away whenever it's out.",Never,3,1,1,One or two people talk ocassionally,Most of the time I will study,20,1,They accept late work but take off points for assignments being late,0,"Yes, I need to raise my hand and be called on in order to speak.",Multiple times every period,1,1,0,1,Always,"They are not very strict, but I need to work a little hard here and there.","None, they do not assign homework.",Yes,All the time,Ideal temperature,I read frequently in my free time,One parent/guardian has a degree,I'm the only child,I am very happy,7,"Our income covers our needs and more, I don't need to worry about money."
1/20/2023 13:09,0,0,1,0,1,15,76.25%,NULL,1,1,Once every few weeks,Most of the time,Sometimes I work with other people,"Somewhat strict, I am allowed on my phone outside of lectures.",Never,2,1,1,A few people talk together,Most of the time I will study,19,1,They accept late work and do not take any points off for assignments being late,0,"No, my teacher has open discussions with students and anyone can talk whenever they want to.",Multiple times every period,1,1,1,1,Always,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"A little, they don't give us a lot to do.",Yes,Sometimes,Ideal temperature,I never read books,One parent/guardian has a degree,I'm in the middle,I am very happy,6,"Our income covers our needs and more, I don't need to worry about money."
1/20/2023 13:10,0,1,0,0,1,15,64.28%,NULL,0,1,Never,Most of the time,I rarely work with people,"Strict, I am told to put my phone away whenever it's out.",Every other week,1,0,0,One or two people talk ocassionally,I rarely study,NULL,1,They accept late work and do not take any points off for assignments being late,0,"No, my teacher has open discussions with students and anyone can talk whenever they want to.",I rarely talk in class,1,1,0,1,Most of the time,"They are not very strict, but I need to work a little hard here and there.","None, they do not assign homework.",Yes,Never,Ideal temperature,I rarely read books,One parent/guardian has a degree,I'm the only child,I am always feeling down,5,"Our income covers our needs, but budgeting stops us from getting things we want sometimes."
1/20/2023 14:33,0,1,0,0,1,15,64.69%,NULL,9,1,Once a week,Sometimes,I never work with people,"Somewhat strict, I am allowed on my phone outside of lectures.",A couple times in a semester,2,1,1,A few people talk together,Most of the time I will study,NULL,1,They accept late work but take off points for assignments being late,0,"Yes, I need to raise my hand and be called on in order to speak.",Once in a while,1,1,0,1,Sometimes,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"A little, they don't give us a lot to do.",No,Never,A little chilly,I read frequently in my free time,Both parents/guardians have a degree,I'm the youngest,I am always feeling down,7,"Our income covers our needs and a little more, I feel good about it."
1/20/2023 14:34,0,0,1,0,1,14,82.50%,NULL,7,1,Once every few weeks,Always,I always work with other people,"Somewhat strict, I am allowed on my phone outside of lectures.",Every other week,1,1,1,A few people talk together,I never study,NULL,1,They accept late work but take off points for assignments being late,0,"Yes, I need to raise my hand and be called on in order to speak.",Multiple times every period,1,1,1,1,Rarely,They are very strict with what they want and it's hard to get a good grade.,"A little, they don't give us a lot to do.",Yes,All the time,Ideal temperature,I never read books,One parent/guardian has a degree,I'm the oldest,I am happy most of the time,9,"Our income covers our needs and more, I don't need to worry about money."
1/20/2023 14:35,0,1,0,0,1,14,73.75%,NULL,4,1,Never,Always,I rarely work with people,"Strict, I am told to put my phone away whenever it's out.",Every other week,1,1,1,A few people talk together,I rarely study,NULL,1,They accept late work but take off points for assignments being late,0,"Yes, I need to raise my hand and be called on in order to speak.",Once in a while,1,1,0,1,Sometimes,"It takes some effort to get a good grade, they grade fairly.","None, they do not assign homework.",Yes,Rarely,Ideal temperature,I read books every now and then,Neither parent/guardian has a degree,I'm the oldest,I have my ups and downs,8,
1/20/2023 14:36,0,0,0,0,1,15,70.93%,NULL,2,1,Once a week,Most of the time,Most of the time I work with other people,"Strict, I am told to put my phone away whenever it's out.",Once a month,2,1,1,Lots of people talk and it's very loud,Sometimes I'll study,19,1,They accept late work and do not take any points off for assignments being late,0,"Yes, I need to raise my hand and be called on in order to speak.",A couple times every period,1,1,1,1,Rarely,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"A decent amount, I don't struggle to stay on top of things.",Yes,Sometimes,A little hot,I read frequently in my free time,Both parents/guardians have a degree,I'm the oldest,I have my ups and downs,7,"Our income covers our needs and more, I don't need to worry about money."
1/20/2023 14:38,0,1,0,0,1,14,38.33%,NULL,9,1,Once every few weeks,Sometimes,I rarely work with people,"Somewhat strict, I am allowed on my phone outside of lectures.",Every other week,7,1,1,A few people talk together,Most of the time I will study,21,1,They accept late work but take off points for assignments being late,1,"No, my teacher has open discussions with students and anyone can talk whenever they want to.",I never talk in class,1,0,0,1,Never,"As long as I complete the work, I get a good grade.","A decent amount, I don't struggle to stay on top of things.",No,Most of the time,Freezing cold,I never read books,One parent/guardian has a degree,I'm the oldest,I have my ups and downs,3,"Our income covers our needs and more, I don't need to worry about money."
1/20/2023 14:39,0,1,0,0,1,14,53.75%,NULL,1,1,Once every few weeks,Most of the time,Most of the time I work with other people,"Somewhat strict, I am allowed on my phone outside of lectures.",Once a month,5,1,1,A few people talk together,Sometimes I'll study,22,1,They accept late work but take off points for assignments being late,0,"No, my teacher has open discussions with students and anyone can talk whenever they want to.",A couple times every period,1,1,0,1,Sometimes,"It takes some effort to get a good grade, they grade fairly.","A decent amount, I don't struggle to stay on top of things.",No,Rarely,Ideal temperature,I rarely read books,One parent/guardian has a degree,I'm the oldest,I am happy most of the time,8,"Our income covers our needs, but budgeting stops us from getting things we want sometimes."
1/20/2023 14:39,0,0,1,0,1,15,85.87%,NULL,69,1,Once every few weeks,Most of the time,I always work with other people,"Strict, I am told to put my phone away whenever it's out.",Once a month,2,1,1,Lots of people talk and it's very loud,Most of the time I will study,NULL,1,They accept late work and do not take any points off for assignments being late,0,"Yes, I need to raise my hand and be called on in order to speak.",Multiple times every period,1,1,0,0,Rarely,They are very strict with what they want and it's hard to get a good grade.,"A decent amount, I don't struggle to stay on top of things.",Yes,Rarely,Freezing cold,I read books every now and then,Neither parent/guardian has a degree,I'm the oldest,I feel down a decent amount of time,3,"Our income covers our needs, but budgeting stops us from getting things we want sometimes."
1/20/2023 14:40,0,1,0,0,1,14,63.12%,NULL,7,1,Never,Most of the time,I always work with other people,"Strict, I am told to put my phone away whenever it's out.",Once a month,1,1,0,Lots of people talk and it's very loud,Most of the time I will study,NULL,1,They do not accept late work,1,"Yes, I need to raise my hand and be called on in order to speak.",Multiple times every period,1,0,0,0,Never,"As long as I complete the work, I get a good grade.","A lot, I can barely keep up.",Yes,Most of the time,Freezing cold,I read every chance I can get,One parent/guardian has a degree,I'm the oldest,I am always feeling down,10,"Our income does not cover our needs, I am stressed out about it."
1/20/2023 14:40,0,0,0,0,1,14,33.75%,NULL,31,0,Every few days,Rarely,Sometimes I work with other people,"Strict, I am told to put my phone away whenever it's out.",Once a month,1,1,1,A few people talk together,I never study,20,1,They accept late work but take off points for assignments being late,0,"Yes, I need to raise my hand and be called on in order to speak.",I rarely talk in class,0,1,1,0,Never,"As long as I complete the work, I get a good grade.","A decent amount, I don't struggle to stay on top of things.",Yes,All the time,A little chilly,I read books every now and then,Neither parent/guardian has a degree,I'm in the middle,I am always feeling down,5,"Our income covers our needs, but budgeting stops us from getting things we want sometimes."
1/20/2023 14:40,0,1,0,0,1,14,71.87%,NULL,13,1,Once every few weeks,Most of the time,Most of the time I work with other people,"Somewhat strict, I am allowed on my phone outside of lectures.",Every other week,2,1,1,A few people talk together,Sometimes I'll study,20,1,They accept late work and do not take any points off for assignments being late,0,"Yes, I need to raise my hand and be called on in order to speak.",A couple times every period,1,1,1,1,Most of the time,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"A little, they don't give us a lot to do.",Yes,Most of the time,A little hot,I never read books,Both parents/guardians have a degree,I'm the oldest,I am very happy,7,"Our income covers our needs and more, I don't need to worry about money."
