Timestamp,1. What gender is your English teacher?,2. What is your gender?,3. Is your English teacher's gender the same as your gender?,"4. On a 7-period day, is your English class before or after lunch?",5. What high school year are you in?,6. How old are you?,"7. What is your exact grade in the class? (to the hundredths place, for example 86.41%)","8. What is your cumulative GPA so far? (to the hundredths place, for example 3.37. If you are a freshman, type in 0.00)",9. How many absences do you have in English class for the semester?,10. Does your teacher use standards based grading? (Standards based grading is when 85% and above is considered an A and your teacher grades you from 1-4 on assignments),11. How often do you have homework?,12. Do you keep up with your homework and turn assignments in on time?,"13. How often do you work with groups/friends? (this is not asking about group projects, it's about who you generally do your work with)",14. What is the phone policy like in your class?,15. How often do you have group projects?,16. How many books have you read this semester in English class?,17. How many essays have you written for English so far?,18. Do you sit in a seating chart?,19. What do you sit in? (Desks that are pushed together to form partners count as desks),20. What is the usual level of noise in your classroom?,21. How many students are in your class?,22. Do you study for tests?,23. Does your teacher perform binder checks?,24. What is your teacher's late work policy?,25. Has there been a student teacher or teacher's assistant in your classroom this semester?,26. Do students need to raise their hands to talk?,27. How often do you usually talk in English class?,28. Are hats or hoods allowed to be worn in the classroom?,"29. Is there a class pet in your classroom? (This includes animals you cannot touch, like snakes.)",30. Does your teacher keep the lights on full brightness or do they dim them in the classroom?,31. Do you like your teacher?,32. Do you enjoy your English class?,33. How strict is your English teacher with grading?,34. How much homework does your English teacher give you?,35. Does your teacher allow you to eat food whenever you want to? (besides during tests),36. Does your teacher provide students with snacks?,37. How is the temperature of the room most of the time?,38. How often do you read books outside of class? (comics included),39. Do one of your parents/guardians have a degree?,"40. Are you the youngest, middle, or oldest sibling in your family?",41. What is your current level of happiness in general?,42. How many hours of sleep do you usually get each night?,43. What statement best describes your family's income?
1/13/2023 15:25:36,1,1,1,0,2,16,73.88%,3.21,7,1,Once a week,Most of the time,Sometimes I work with other people,"Somewhat strict, I am allowed on my phone outside of lectures.",Never,1,2,1,1,A few people talk together,26,Sometimes I'll study,0,They accept late work but take off points for assignments being late,0,1,Once in a while,1,0,1,1,Most of the time,"It takes some effort to get a good grade, they grade fairly.","A little, they don't give us a lot to do.",1,Never,Ideal temperature,I read books every now and then,One parent/guardian has a degree,I'm in the middle,I have my ups and downs,7,"Our income covers our needs and a little more, I feel good about it."
1/13/2023 15:33:18,0,0,1,0,4,17,91.58%,4,11,0,Once every few weeks,Most of the time,I rarely work with people,"Somewhat strict, I am allowed on my phone outside of lectures.",A couple times in a semester,3,1,0,1,One or two people talk ocassionally,27,Sometimes I'll study,0,They accept late work and do not take any points off for assignments being late,1,0,A couple times every period,1,1,0,1,Sometimes,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"A little, they don't give us a lot to do.",1,Never,Ideal temperature,I read frequently in my free time,Both parents/guardians have a degree,I'm the oldest,I have my ups and downs,5,"Our income covers our needs and a little more, I feel good about it."
1/15/2023 9:58:12,1,0,0,0,2,16,97.37%,4,16,1,Once every few weeks,Most of the time,Sometimes I work with other people,"Strict, I am told to put my phone away whenever it's out.",A couple times in a semester,2,4,1,1,A few people talk together,24,Sometimes I'll study,0,They accept late work and do not take any points off for assignments being late,0,1,Once in a while,1,0,1,1,Sometimes,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"A little, they don't give us a lot to do.",1,Rarely,A little chilly,I read books every now and then,Neither parent/guardian has a degree,I'm in the middle,I am happy most of the time,7,"Our income covers our needs and more, I don't need to worry about money."
1/17/2023 10:26:27,1,0,0,0,2,16,85.60%,3.6,11,1,Once a week,Most of the time,Most of the time I work with other people,"Somewhat strict, I am allowed on my phone outside of lectures.",A couple times in a semester,3,4,0,1,A few people talk together,18,I always study,0,They accept late work and do not take any points off for assignments being late,0,0,A couple times every period,1,0,1,1,Most of the time,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"A little, they don't give us a lot to do.",1,Rarely,Ideal temperature,I read books every now and then,One parent/guardian has a degree,I'm the youngest,I have my ups and downs,8,"Our income covers our needs and more, I don't need to worry about money."
1/17/2023 10:56:21,0,1,0,1,4,17,47%,1.5,20,1,Once every few weeks,Rarely,Sometimes I work with other people,"Somewhat strict, I am allowed on my phone outside of lectures.",Once a month,2,2,1,1,A few people talk together,18,Sometimes I'll study,0,They accept late work and do not take any points off for assignments being late,1,1,Once in a while,1,0,1,1,Most of the time,"It takes some effort to get a good grade, they grade fairly.","A little, they don't give us a lot to do.",1,Sometimes,Ideal temperature,I never read books,One parent/guardian has a degree,I'm the youngest,I have my ups and downs,6,"Our income covers our needs, but budgeting stops us from getting things we want sometimes."
1/17/2023 13:28:39,1,1,1,0,2,15,60.91%,2.57,9,1,Once every few weeks,Most of the time,I rarely work with people,"Somewhat strict, I am allowed on my phone outside of lectures.",A couple times in a semester,2,4,1,1,A few people talk together,18,Sometimes I'll study,0,They accept late work and do not take any points off for assignments being late,0,0,Once in a while,0,0,1,1,Most of the time,"It takes some effort to get a good grade, they grade fairly.","A decent amount, I don't struggle to stay on top of things.",1,Never,Ideal temperature,I read frequently in my free time,Neither parent/guardian has a degree,I'm the oldest,I am very happy,8,"Our income covers our needs, but budgeting stops us from getting things we want sometimes."
1/17/2023 13:43:53,1,0,0,0,2,15,78.70%,3.56,7,1,Every few days,Most of the time,Most of the time I work with other people,"Strict, I am told to put my phone away whenever it's out.",Once a month,2,3,0,1,A few people talk together,18,Most of the time I will study,0,They accept late work but take off points for assignments being late,0,0,A couple times every period,1,0,1,1,Always,"It takes some effort to get a good grade, they grade fairly.","A decent amount, I don't struggle to stay on top of things.",1,Sometimes,Ideal temperature,I read books every now and then,Both parents/guardians have a degree,I'm the oldest,I feel down a decent amount of time,6,"Our income covers our needs and more, I don't need to worry about money."
1/17/2023 14:32:01,0,0,1,1,4,18,88.52%,3.3333,4,1,Once every few weeks,Most of the time,Sometimes I work with other people,"Somewhat strict, I am allowed on my phone outside of lectures.",A couple times in a semester,4,2,0,1,A few people talk together,29,I rarely study,0,They accept late work and do not take any points off for assignments being late,1,0,Multiple times every period,1,0,0,1,Most of the time,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"A little, they don't give us a lot to do.",1,Never,Ideal temperature,I read every chance I can get,Neither parent/guardian has a degree,I'm in the middle,I am happy most of the time,7,"Our income covers our needs and more, I don't need to worry about money."
1/17/2023 15:24:38,1,1,1,0,2,15,80.87%,2.8571,8,1,Never,Always,Sometimes I work with other people,"Strict, I am told to put my phone away whenever it's out.",A couple times in a semester,2,3,1,0,A few people talk together,22,Sometimes I'll study,0,They accept late work but take off points for assignments being late,0,1,Once in a while,1,0,1,1,Always,"As long as I complete the work, I get a good grade.","None, they do not assign homework.",0,Never,Ideal temperature,I rarely read books,One parent/guardian has a degree,I'm the youngest,I have my ups and downs,8,"Our income covers our needs, but budgeting stops us from getting things we want sometimes."
1/17/2023 21:26:45,0,1,0,0,3,17,85.31%,3.7143,19,0,Once a week,Most of the time,I rarely work with people,"Somewhat strict, I am allowed on my phone outside of lectures.",Once a month,2,2,0,1,Lots of people talk and it's very loud,25,Most of the time I will study,0,They accept late work and do not take any points off for assignments being late,0,0,I rarely talk in class,1,0,1,1,Sometimes,"It takes some effort to get a good grade, they grade fairly.","A little, they don't give us a lot to do.",1,Rarely,Ideal temperature,I rarely read books,One parent/guardian has a degree,I'm the oldest,I have my ups and downs,6,"Our income covers our needs and more, I don't need to worry about money."
1/18/2023 9:57:40,1,0,0,1,4,17,91.34%,3.4545,10,0,Every few days,Most of the time,I never work with people,"Very free, I can look at my phone whenever I want to.",A couple times in a semester,4,4,0,0,A few people talk together,20,Sometimes I'll study,0,They accept late work and do not take any points off for assignments being late,0,0,I rarely talk in class,1,0,0,1,Most of the time,"It takes some effort to get a good grade, they grade fairly.","A decent amount, I don't struggle to stay on top of things.",1,Never,A little chilly,I never read books,Neither parent/guardian has a degree,I'm the youngest,I have my ups and downs,6,"Our income covers our needs and a little more, I feel good about it."
1/18/2023 11:03:52,1,1,1,1,4,17,63.61%,2.4651,17,0,Every few days,Rarely,Most of the time I work with other people,"Somewhat strict, I am allowed on my phone outside of lectures.",A couple times in a semester,2,7,1,0,A few people talk together,18,I never study,0,They accept late work but take off points for assignments being late,0,1,A couple times every period,1,0,0,0,Rarely,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"A lot, I can barely keep up.",0,Rarely,A little hot,I read books every now and then,Neither parent/guardian has a degree,I'm the only child,I have my ups and downs,4,"Our income just barely covers our needs, I often worry about it."
1/18/2023 11:22:41,1,0,0,0,2,16,42.05%,NULL,20,1,Once every few weeks,Sometimes,Most of the time I work with other people,"Strict, I am told to put my phone away whenever it's out.",A couple times in a semester,2,3,0,0,Lots of people talk and it's very loud,NULL,Most of the time I will study,1,They accept late work and do not take any points off for assignments being late,0,1,Once in a while,1,0,1,1,Most of the time,"It takes some effort to get a good grade, they grade fairly.","A decent amount, I don't struggle to stay on top of things.",1,Never,A little chilly,I never read books,One parent/guardian has a degree,I'm the youngest,I have my ups and downs,8,"Our income covers our needs, but budgeting stops us from getting things we want sometimes."
1/18/2023 15:15:28,1,0,0,0,4,17,74.93%,3,35,1,Every few days,Most of the time,Sometimes I work with other people,"Somewhat strict, I am allowed on my phone outside of lectures.",A couple times in a semester,1,4,1,0,A few people talk together,18,I rarely study,0,They accept late work and do not take any points off for assignments being late,0,0,Multiple times every period,1,0,0,1,Most of the time,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"A little, they don't give us a lot to do.",1,Never,Ideal temperature,I read frequently in my free time,Neither parent/guardian has a degree,I'm the oldest,I have my ups and downs,5,"Our income covers our needs and a little more, I feel good about it."
1/19/2023 9:42:18,0,0,1,1,4,18,98.74%,3.8,4,0,Every few days,Most of the time,I rarely work with people,"Somewhat strict, I am allowed on my phone outside of lectures.",A couple times in a semester,4,3,0,1,Lots of people talk and it's very loud,28,I always study,0,They accept late work and do not take any points off for assignments being late,1,1,A couple times every period,1,1,1,1,Always,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"A decent amount, I don't struggle to stay on top of things.",1,Never,Ideal temperature,I read every chance I can get,Both parents/guardians have a degree,I'm the oldest,I have my ups and downs,5,"Our income covers our needs and more, I don't need to worry about money."
1/19/2023 10:34:50,1,0,0,1,4,18,95.52%,3.61,8,1,Once every few weeks,Always,Sometimes I work with other people,"Somewhat strict, I am allowed on my phone outside of lectures.",A couple times in a semester,2,3,0,0,One or two people talk ocassionally,18,Most of the time I will study,0,They accept late work and do not take any points off for assignments being late,0,0,Once in a while,1,0,0,1,Most of the time,"It takes some effort to get a good grade, they grade fairly.","A little, they don't give us a lot to do.",1,Never,A little chilly,I never read books,Neither parent/guardian has a degree,I'm the youngest,I feel down a decent amount of time,5,"Our income covers our needs and a little more, I feel good about it."
1/19/2023 10:53:56,1,1,1,1,4,18,72.90%,3.12,16,1,Every few days,Most of the time,I rarely work with people,"Strict, I am told to put my phone away whenever it's out.",A couple times in a semester,2,3,0,0,One or two people talk ocassionally,17,Sometimes I'll study,0,They accept late work but take off points for assignments being late,0,1,A couple times every period,1,0,0,1,Rarely,"It takes some effort to get a good grade, they grade fairly.","A decent amount, I don't struggle to stay on top of things.",1,Never,A little chilly,I read books every now and then,Both parents/guardians have a degree,I'm the youngest,I have my ups and downs,6,"Our income covers our needs and a little more, I feel good about it."
1/19/2023 11:07:06,1,1,1,1,4,17,77.40%,3.27,14,0,Never,Most of the time,Sometimes I work with other people,"Very free, I can look at my phone whenever I want to.",A couple times in a semester,2,3,0,0,One or two people talk ocassionally,18,Most of the time I will study,0,They accept late work and do not take any points off for assignments being late,0,1,I rarely talk in class,1,0,0,1,Sometimes,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"None, they do not assign homework.",1,Never,Ideal temperature,I read frequently in my free time,One parent/guardian has a degree,I'm the oldest,I have my ups and downs,6,"Our income covers our needs and a little more, I feel good about it."
1/19/2023 11:23:10,0,0,0,1,4,18,88.16%,3.27,9,0,Every few days,Sometimes,Sometimes I work with other people,"Somewhat strict, I am allowed on my phone outside of lectures.",Once a month,4,1,0,1,A few people talk together,24,Sometimes I'll study,0,They accept late work and do not take any points off for assignments being late,1,1,A couple times every period,1,1,1,1,Sometimes,They are very strict with what they want and it's hard to get a good grade.,"A lot, I can barely keep up.",1,Rarely,A little chilly,I read books every now and then,One parent/guardian has a degree,I'm the oldest,I am always feeling down,5,"Our income covers our needs and a little more, I feel good about it."
1/19/2023 11:24:43,1,1,1,0,2,15,89.79%,4,11,1,Never,Always,Most of the time I work with other people,"Somewhat strict, I am allowed on my phone outside of lectures.",A couple times in a semester,2,7,0,1,Lots of people talk and it's very loud,28,Sometimes I'll study,0,They accept late work and do not take any points off for assignments being late,0,0,Multiple times every period,1,0,1,1,Sometimes,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"None, they do not assign homework.",1,Never,Ideal temperature,I read frequently in my free time,One parent/guardian has a degree,I'm the youngest,I am happy most of the time,8,"Our income covers our needs and more, I don't need to worry about money."
1/19/2023 11:27:11,0,1,0,0,4,18,75.42%,2.985,12,0,Every few days,Rarely,Sometimes I work with other people,"Somewhat strict, I am allowed on my phone outside of lectures.",Once a month,3,2,0,1,Lots of people talk and it's very loud,23,Sometimes I'll study,0,They accept late work and do not take any points off for assignments being late,1,1,Multiple times every period,1,0,0,1,Always,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"A decent amount, I don't struggle to stay on top of things.",1,Rarely,Ideal temperature,I read frequently in my free time,Both parents/guardians have a degree,I'm the oldest,I have my ups and downs,6,"Our income covers our needs, but budgeting stops us from getting things we want sometimes."
1/19/2023 11:29:36,1,0,0,0,1,14,67.12%,0,10,0,Once a week,Sometimes,Sometimes I work with other people,"Somewhat strict, I am allowed on my phone outside of lectures.",A couple times in a semester,2,3,1,1,A few people talk together,20,I rarely study,0,They accept late work and do not take any points off for assignments being late,0,1,A couple times every period,1,0,0,0,Sometimes,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"A lot, I can barely keep up.",1,Never,Ideal temperature,I rarely read books,Both parents/guardians have a degree,I'm the oldest,I have my ups and downs,6,"Our income covers our needs and more, I don't need to worry about money."
1/19/2023 11:32:01,0,0,1,0,1,14,88.95%,0,3,1,Once a week,Most of the time,Sometimes I work with other people,"Strict, I am told to put my phone away whenever it's out.",Never,3,1,1,1,Lots of people talk and it's very loud,13,Sometimes I'll study,0,They accept late work but take off points for assignments being late,0,0,A couple times every period,0,0,0,0,Most of the time,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"A decent amount, I don't struggle to stay on top of things.",1,Rarely,Too hot,I read frequently in my free time,Both parents/guardians have a degree,I'm in the middle,I have my ups and downs,6,"Our income covers our needs and more, I don't need to worry about money."
1/19/2023 11:32:54,1,0,0,1,3,17,65.83%,3,23,1,Every few days,Most of the time,Most of the time I work with other people,"Very free, I can look at my phone whenever I want to.",Once a month,2,4,0,1,A few people talk together,26,Most of the time I will study,0,They accept late work but take off points for assignments being late,0,0,Multiple times every period,1,0,1,1,Most of the time,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"A little, they don't give us a lot to do.",1,Never,Freezing cold,I rarely read books,Both parents/guardians have a degree,I'm in the middle,I have my ups and downs,8,"Our income covers our needs and a little more, I feel good about it."
1/19/2023 11:39:07,0,1,0,1,4,18,98.48%,4,7,0,Every few days,Always,Sometimes I work with other people,"Strict, I am told to put my phone away whenever it's out.",Once a month,3,2,0,1,One or two people talk ocassionally,28,Most of the time I will study,0,They accept late work and do not take any points off for assignments being late,1,1,Once in a while,1,0,0,1,Most of the time,"It takes some effort to get a good grade, they grade fairly.","A decent amount, I don't struggle to stay on top of things.",1,Sometimes,Ideal temperature,I rarely read books,Both parents/guardians have a degree,I'm the oldest,I have my ups and downs,6,"Our income covers our needs and more, I don't need to worry about money."
1/19/2023 11:39:33,1,1,1,0,2,16,94.51%,3.42,11,0,Once every few weeks,Sometimes,Sometimes I work with other people,"Very free, I can look at my phone whenever I want to.",Never,2,1,1,0,Lots of people talk and it's very loud,25,I rarely study,0,They accept late work and do not take any points off for assignments being late,0,0,I rarely talk in class,1,0,0,1,Sometimes,"It takes some effort to get a good grade, they grade fairly.","None, they do not assign homework.",1,Never,Ideal temperature,I read frequently in my free time,Neither parent/guardian has a degree,I'm in the middle,I have my ups and downs,5,"Our income covers our needs, but budgeting stops us from getting things we want sometimes."
1/19/2023 11:40:08,0,1,0,1,4,18,92.44%,4,7,0,Every few days,Always,Sometimes I work with other people,"Strict, I am told to put my phone away whenever it's out.",Once a month,4,2,0,1,A few people talk together,25,I rarely study,0,They accept late work but take off points for assignments being late,1,1,Multiple times every period,1,0,0,1,Always,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"A decent amount, I don't struggle to stay on top of things.",1,All the time,A little hot,I read frequently in my free time,Both parents/guardians have a degree,I'm in the middle,I am very happy,7,"Our income covers our needs and a little more, I feel good about it."
1/19/2023 11:40:31,0,0,1,1,4,17,98.72%,4,12,0,Once every few weeks,Most of the time,Sometimes I work with other people,"Strict, I am told to put my phone away whenever it's out.",Every other week,4,2,1,1,A few people talk together,25,I always study,0,They accept late work but take off points for assignments being late,1,0,A couple times every period,1,0,1,1,Sometimes,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"A decent amount, I don't struggle to stay on top of things.",1,Never,Ideal temperature,I rarely read books,Both parents/guardians have a degree,I'm the youngest,I have my ups and downs,6,"Our income covers our needs and a little more, I feel good about it."
1/19/2023 11:45:16,0,0,1,0,2,15,96.14%,4,6,0,Once a week,Most of the time,Most of the time I work with other people,"Strict, I am told to put my phone away whenever it's out.",Every other week,3,3,0,1,Lots of people talk and it's very loud,25,I always study,0,They accept late work but take off points for assignments being late,1,1,A couple times every period,1,0,0,1,Sometimes,They are very strict with what they want and it's hard to get a good grade.,"A decent amount, I don't struggle to stay on top of things.",1,Never,Ideal temperature,I read frequently in my free time,Both parents/guardians have a degree,I'm in the middle,I am happy most of the time,7,"Our income covers our needs and a little more, I feel good about it."
1/19/2023 11:45:22,1,1,1,0,2,15,91.41%,3.8,9,1,Once a week,Most of the time,Most of the time I work with other people,"Somewhat strict, I am allowed on my phone outside of lectures.",A couple times in a semester,2,2,1,1,Lots of people talk and it's very loud,26,I rarely study,1,They accept late work and do not take any points off for assignments being late,0,1,Multiple times every period,1,0,1,1,Most of the time,"It takes some effort to get a good grade, they grade fairly.","A little, they don't give us a lot to do.",0,Rarely,Ideal temperature,I never read books,Neither parent/guardian has a degree,I'm in the middle,I have my ups and downs,6,"Our income covers our needs, but budgeting stops us from getting things we want sometimes."
1/19/2023 11:46:12,1,0,0,0,2,15,93.21%,NULL,9,0,Once a week,Most of the time,Sometimes I work with other people,"Somewhat strict, I am allowed on my phone outside of lectures.",Every other week,3,1,1,0,Lots of people talk and it's very loud,20,I rarely study,1,They accept late work and do not take any points off for assignments being late,0,0,I rarely talk in class,1,0,1,1,Most of the time,"They are not very strict, but I need to work a little hard here and there.","A little, they don't give us a lot to do.",1,Never,A little chilly,I read books every now and then,One parent/guardian has a degree,I'm the oldest,I feel down a decent amount of time,9,"Our income covers our needs, but budgeting stops us from getting things we want sometimes."
1/19/2023 11:47:22,0,1,0,1,4,17,78.08%,3.85,10,0,Every few days,Most of the time,Sometimes I work with other people,"Strict, I am told to put my phone away whenever it's out.",Every other week,4,2,0,1,One or two people talk ocassionally,25,Sometimes I'll study,0,They do not accept late work,1,1,A couple times every period,0,1,0,1,Sometimes,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"A decent amount, I don't struggle to stay on top of things.",1,Rarely,Ideal temperature,I never read books,Neither parent/guardian has a degree,I'm in the middle,I am happy most of the time,7,"Our income covers our needs and a little more, I feel good about it."
1/19/2023 11:49:43,0,1,0,1,4,18,97.25%,3.48,0,0,Once every few weeks,Always,I always work with other people,"Somewhat strict, I am allowed on my phone outside of lectures.",Every other week,2,0,0,1,One or two people talk ocassionally,12,Sometimes I'll study,0,They accept late work and do not take any points off for assignments being late,0,1,Multiple times every period,0,0,1,1,Always,"As long as I complete the work, I get a good grade.","A little, they don't give us a lot to do.",1,All the time,Ideal temperature,I read books every now and then,Neither parent/guardian has a degree,I'm the youngest,I am very happy,8,"Our income covers our needs and more, I don't need to worry about money."
1/19/2023 11:49:56,1,1,1,1,2,15,86.73%,4,1,0,Once a week,Always,I rarely work with people,"Somewhat strict, I am allowed on my phone outside of lectures.",Never,1,0,1,0,A few people talk together,16,Sometimes I'll study,0,They accept late work and do not take any points off for assignments being late,0,1,Once in a while,1,0,1,1,Always,"It takes some effort to get a good grade, they grade fairly.","A little, they don't give us a lot to do.",0,Never,Ideal temperature,I read books every now and then,Neither parent/guardian has a degree,I'm the oldest,I am happy most of the time,8,"Our income covers our needs and a little more, I feel good about it."
1/19/2023 12:59:10,0,0,1,1,4,17,84.88%,3.4,12,1,Once a week,Most of the time,Sometimes I work with other people,"Somewhat strict, I am allowed on my phone outside of lectures.",Never,3,3,0,1,A few people talk together,25,I rarely study,0,They accept late work and do not take any points off for assignments being late,1,1,A couple times every period,1,1,1,1,Sometimes,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"A decent amount, I don't struggle to stay on top of things.",1,Never,A little chilly,I read books every now and then,Both parents/guardians have a degree,I'm the youngest,I have my ups and downs,7,"Our income covers our needs and a little more, I feel good about it."
1/19/2023 13:56:57,1,1,1,1,4,18,73.11%,3.45,4,1,Every few days,Most of the time,Most of the time I work with other people,"Somewhat strict, I am allowed on my phone outside of lectures.",Every other week,2,3,0,0,A few people talk together,20,Sometimes I'll study,0,They accept late work and do not take any points off for assignments being late,0,0,A couple times every period,1,0,0,1,Most of the time,"It takes some effort to get a good grade, they grade fairly.","A decent amount, I don't struggle to stay on top of things.",1,Sometimes,Ideal temperature,I never read books,One parent/guardian has a degree,I'm the oldest,I am happy most of the time,6,"Our income covers our needs and more, I don't need to worry about money."
1/19/2023 16:03:37,0,0,1,0,1,15,89.22%,0,16,1,Daily,Always,Sometimes I work with other people,"Strict, I am told to put my phone away whenever it's out.",A couple times in a semester,2,4,0,1,A few people talk together,13,I always study,0,They accept late work but take off points for assignments being late,0,1,Multiple times every period,0,0,0,1,Always,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"A decent amount, I don't struggle to stay on top of things.",1,Sometimes,Too hot,I rarely read books,Both parents/guardians have a degree,I'm in the middle,I am very happy,7,"Our income covers our needs and more, I don't need to worry about money."
1/20/2023 9:09:41,1,0,0,1,1,15,68.72%,NULL,8,0,Once a week,Rarely,Most of the time I work with other people,"Strict, I am told to put my phone away whenever it's out.",A couple times in a semester,4,2,1,0,A few people talk together,17,I never study,0,They accept late work and do not take any points off for assignments being late,0,1,Multiple times every period,1,0,0,1,Sometimes,"It takes some effort to get a good grade, they grade fairly.","A decent amount, I don't struggle to stay on top of things.",1,Never,A little hot,I rarely read books,One parent/guardian has a degree,I'm the youngest,I have my ups and downs,5,"Our income covers our needs, but budgeting stops us from getting things we want sometimes."
1/20/2023 9:14:22,1,0,0,1,1,15,66.88%,0,9,0,Once every few weeks,Sometimes,Sometimes I work with other people,"Strict, I am told to put my phone away whenever it's out.",Once a month,3,4,1,0,A few people talk together,12,Most of the time I will study,0,They accept late work and do not take any points off for assignments being late,0,0,A couple times every period,1,0,0,1,Sometimes,"They are not very strict, but I need to work a little hard here and there.","A little, they don't give us a lot to do.",1,Rarely,Ideal temperature,I read frequently in my free time,One parent/guardian has a degree,I'm the youngest,I have my ups and downs,5,"Our income covers our needs and a little more, I feel good about it."
1/20/2023 9:26:14,1,1,1,1,1,15,76.18%,0,6,0,Every few days,Sometimes,Sometimes I work with other people,"Strict, I am told to put my phone away whenever it's out.",Every other week,3,2,1,0,A few people talk together,14,Sometimes I'll study,0,They accept late work and do not take any points off for assignments being late,0,1,Once in a while,1,1,0,1,Sometimes,"It takes some effort to get a good grade, they grade fairly.","A little, they don't give us a lot to do.",1,Never,Ideal temperature,I rarely read books,Neither parent/guardian has a degree,I'm the only child,I am happy most of the time,7,"Our income covers our needs and more, I don't need to worry about money."
1/20/2023 11:14:24,0,0,0,0,1,15,31.69%,0,29,1,Every few days,Rarely,I rarely work with people,"Somewhat strict, I am allowed on my phone outside of lectures.",Every other week,3,2,1,1,A few people talk together,28,I rarely study,0,They accept late work but take off points for assignments being late,0,1,I rarely talk in class,1,0,0,1,Most of the time,"It takes some effort to get a good grade, they grade fairly.","A lot, I can barely keep up.",1,Sometimes,Ideal temperature,I read every chance I can get,Both parents/guardians have a degree,I'm in the middle,I have my ups and downs,7,"Our income covers our needs, but budgeting stops us from getting things we want sometimes."
1/20/2023 11:15:18,1,0,0,1,1,15,80.61%,0,7,0,Once every few weeks,Most of the time,I never work with people,"Strict, I am told to put my phone away whenever it's out.",A couple times in a semester,2,2,0,0,A few people talk together,17,I rarely study,0,They accept late work and do not take any points off for assignments being late,0,1,I rarely talk in class,1,0,0,1,Most of the time,"It takes some effort to get a good grade, they grade fairly.","A little, they don't give us a lot to do.",0,Never,A little chilly,I read frequently in my free time,One parent/guardian has a degree,I'm the oldest,I have my ups and downs,6,"Our income covers our needs, but budgeting stops us from getting things we want sometimes."
1/20/2023 11:39:35,0,1,0,1,3,17,69.73%,2.8,4,1,Once a week,Rarely,I rarely work with people,"Strict, I am told to put my phone away whenever it's out.",Once a month,2,2,1,1,A few people talk together,12,Most of the time I will study,0,They accept late work but take off points for assignments being late,0,0,Once in a while,1,0,1,1,Most of the time,"It takes some effort to get a good grade, they grade fairly.","A decent amount, I don't struggle to stay on top of things.",1,Sometimes,Ideal temperature,I read books every now and then,One parent/guardian has a degree,I'm in the middle,I am very happy,6,"Our income covers our needs, but budgeting stops us from getting things we want sometimes."
1/20/2023 11:40:09,0,0,1,1,3,17,88.70%,2.9,17,1,Once every few weeks,Always,Sometimes I work with other people,"Strict, I am told to put my phone away whenever it's out.",Every other week,2,1,0,1,One or two people talk ocassionally,12,Most of the time I will study,1,They accept late work and do not take any points off for assignments being late,0,1,A couple times every period,1,0,1,1,Always,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"A little, they don't give us a lot to do.",1,Sometimes,Ideal temperature,I read frequently in my free time,One parent/guardian has a degree,I'm the only child,I am always feeling down,4,"Our income covers our needs and more, I don't need to worry about money."
1/20/2023 11:40:49,0,0,1,1,3,17,82.89%,3.5,7,1,Once every few weeks,Always,Most of the time I work with other people,"Somewhat strict, I am allowed on my phone outside of lectures.",Every other week,2,1,0,1,One or two people talk ocassionally,12,I rarely study,0,They accept late work and do not take any points off for assignments being late,0,0,A couple times every period,1,0,0,1,Always,"It takes some effort to get a good grade, they grade fairly.","A little, they don't give us a lot to do.",1,Sometimes,Ideal temperature,I never read books,Neither parent/guardian has a degree,I'm the youngest,I have my ups and downs,7,"Our income covers our needs, but budgeting stops us from getting things we want sometimes."
1/20/2023 11:41:21,0,1,0,1,3,17,89.69%,3.98,8,1,Once a week,Always,Most of the time I work with other people,"Somewhat strict, I am allowed on my phone outside of lectures.",Once a month,3,4,0,1,One or two people talk ocassionally,12,Most of the time I will study,1,They accept late work and do not take any points off for assignments being late,0,1,Once in a while,1,0,0,1,Most of the time,They are somewhat strict with what they want and it takes quite some effort to get a good grade.,"A little, they don't give us a lot to do.",1,Sometimes,Ideal temperature,I rarely read books,Neither parent/guardian has a degree,I'm the oldest,I have my ups and downs,6,"Our income covers our needs and more, I don't need to worry about money."
